Event,Result,FirstMove,NumberOfMoves,WhiteElo,BlackElo
783,W,e4e5,32,1949,2003
784,D,d4Nf6,39,2515,2414
785,W,d4Nf6,21,2458,2576
786,W,d4Nf6,60,2783,2756
787,W,c4d5,22,2517,2379
788,D,d4d5,12,2408,2460
789,D,e4c5,13,2458,2456
790,D,e4e5,21,2305,2270
791,W,b3e5,50,1968,1172
792,D,e4c5,22,2655,2541
793,B,e4c5,41,2199,2395
794,B,e4c5,35,2402,2569
795,D,e4e6,18,2441,2567
796,W,d4c5,19,2130,1962
797,B,e4d6,47,1836,2161
798,W,e4c5,28,2147,1768
799,W,e4e5,48,2663,2589
800,W,d4d5,56,2740,2676
801,B,e4c5,41,2208,2384
802,D,d4d5,21,2310,2391
803,B,e4d6,49,1744,2045
804,B,e4c5,27,2327,2637
805,D,e4e5,45,2316,1929
806,W,e4g6,38,2058,1767
807,B,e4e5,51,2012,2313
808,B,d4Nf6,62,2174,2368
809,W,Nf3Nf6,34,2589,2288
810,W,d4f5,47,2397,2297
811,W,d4Nf6,44,2327,2105
812,D,e4e6,47,2285,2433
813,D,Nf3d5,49,2388,2311
814,W,c4c5,30,2101,1984
815,W,d4Nf6,22,1896,1557
816,D,e4c6,53,2369,2558
817,D,e4e5,47,2213,1975
818,B,Nf3Nf6,58,2402,2579
819,B,e4e5,51,2286,2314
820,D,d4Nf6,44,2560,2368
821,D,e4e6,67,2137,2288
822,W,Nc3d5,35,2337,2267
823,W,d4d5,38,2154,1956
824,B,d4Nf6,73,2560,2682
825,B,c4e5,47,2107,2155
826,W,e4c5,26,2635,2611
827,D,d4Nf6,54,2602,2518
828,B,Nf3Nf6,46,2437,2453
829,D,e4e5,2,2319,2281
830,B,e4c5,40,2036,2425
831,D,d4d5,45,2025,2416
832,W,e4c6,22,2156,1610
833,B,Nf3c5,42,2046,2245
834,W,d4Nf6,34,2475,2457
835,W,e4c5,43,2333,1803
836,B,e4g6,43,1588,1987
837,D,d4Nf6,40,2488,2281
838,W,e4e5,42,2604,2399
839,B,d4d5,27,2217,2436
840,D,d4Nf6,32,2475,2688
841,W,e4e6,43,2632,2706
842,D,d4Nf6,35,2484,2638
843,W,d4g6,51,2607,2452
844,B,Nf3Nf6,43,2275,2319
845,W,Nf3Nf6,47,2440,2325
846,B,c4g6,54,2122,2058
847,W,e4c5,34,2043,1802
848,B,d4Nf6,41,2531,2678
849,B,d4f5,53,2390,2514
850,D,e4e5,59,1755,1713
851,D,Nf3c5,27,2296,2185
852,D,Nf3g6,58,2409,2537
853,D,e4e5,10,2580,2661
854,B,d4Nf6,35,2509,2462
855,D,d4d5,29,2330,2449
856,B,d4Nf6,45,2291,2605
857,D,e4c5,28,2311,2458
858,D,d4d5,49,2176,1865
859,W,e4e6,26,2387,2434
860,B,e4c5,39,2005,2057
861,B,Nf3d5,43,2159,2329
862,B,d4d6,51,2389,2488
863,W,Nf3d5,45,2629,2609
864,D,d4Nf6,70,2125,2256
865,B,Nf3Nf6,47,2305,2143
866,W,e4c5,58,2193,2421
867,D,d4d5,18,2251,2449
868,D,d4c5,25,2247,2412
869,D,e4c5,37,1989,1848
870,W,d4d5,20,1983,1358
871,W,e4e5,26,2474,2463
872,B,Nf3Nf6,31,2443,2482
873,W,d4Nf6,48,2661,2631
874,D,d4Nc6,28,2130,2002
875,B,d4Nf6,20,1822,2200
876,B,Nf3f5,45,2357,2407
877,W,e4c5,34,2270,2031
878,D,e4c5,26,2008,1854
879,W,d4Nf6,40,2205,2436
880,D,e4c5,39,2021,2287
881,W,e4c6,32,2056,2240
882,D,e4g6,15,1888,2064
883,W,e4c5,54,2253,2292
884,B,e4e5,18,1858,1680
885,D,d4e6,79,2076,2324
886,D,e4e5,32,2658,2729
887,W,c4c5,77,2208,2328
888,D,Nf3d5,69,2357,2447
889,D,e4e6,23,1278,1688
890,W,e4d6,32,2229,2078
891,W,e4c5,50,1952,1597
892,B,d4Nf6,22,2753,2734
893,B,d4Nf6,42,2349,2167
894,D,e4c5,60,2258,1845
895,W,Nf3f5,29,2500,2744
896,D,e4c6,61,2269,2369
897,D,Nf3c5,36,2749,2663
898,W,d4d5,26,2064,2239
899,B,e4e5,47,2062,1943
900,B,e4c5,40,2309,2290
901,W,Nf3f5,32,2462,2161
902,B,d4Nf6,51,2354,2640
903,W,d4Nf6,43,2294,2104
904,B,Nf3d5,32,2053,2236
905,B,d4Nf6,75,2532,2624
906,B,e4c5,35,2083,2449
907,D,d4Nf6,64,2173,2138
908,W,Nf3d5,72,2327,2391
909,B,c4g6,53,2381,2508
910,D,d4Nf6,48,2375,2204
911,W,e4b6,41,2131,1708
912,B,e4c5,22,1957,2142
913,D,c4c6,11,2549,2630
914,W,d4e6,38,2343,2014
915,B,d4Nf6,41,2507,2552
916,B,e4g6,34,2010,2523
917,D,e4e6,30,2540,2485
918,W,d4Nf6,27,2298,1890
919,W,d4Nf6,44,2210,2078
920,W,c4g6,39,2477,2279
921,B,d4Nf6,48,2354,2301
922,W,d4Nf6,30,2389,2150
923,W,d4Nf6,67,1862,1998
924,B,e4c5,43,2111,1852
925,D,e4e6,36,2086,2359
926,D,Nf3d5,13,2406,2330
927,B,e4d6,41,2579,2549
928,D,d4Nf6,17,1768,2145
929,W,d4d5,42,2552,2116
930,D,e4e6,8,2266,2437
931,B,e4c6,41,2305,2248
932,B,d4Nf6,41,1862,2119
933,D,e4c5,30,1972,2096
934,W,d4d5,37,2544,2111
935,W,c4g6,42,2290,2357
936,D,e4e5,59,1827,1605
937,W,Nf3d6,24,1966,1800
938,B,e4d6,24,2049,2285
939,W,c4Nf6,31,2289,2431
940,B,e4e5,71,2706,2734
941,W,d4Nf6,38,1983,1890
942,W,e4e6,35,1965,2084
943,W,d4Nf6,31,2178,2032
944,D,c4c5,7,2171,2342
945,D,e4e6,77,2246,2429
946,W,c4c5,37,2415,2525
947,B,e4c5,35,1394,1886
948,D,e4c5,96,2438,2539
949,B,d4Nf6,64,2435,2643
950,B,d4e6,52,2329,2504
951,W,c4e6,52,2516,2237
952,W,e4e6,37,1913,1744
953,W,e4c5,26,2241,2054
954,B,e4c5,102,2524,2496
955,W,e4e5,55,2299,2055
956,W,d4d5,73,2063,1833
957,B,e4e5,42,2377,2540
958,W,d4Nf6,26,1927,1658
959,B,e4e6,32,2391,2505
960,W,d4Nf6,30,2560,2176
961,D,Nf3d5,25,1929,2187
962,W,e4d5,43,2281,2174
963,W,d4g6,53,2253,2137
964,W,Nf3d5,45,2402,2062
965,W,d4d5,53,2347,2107
966,D,d4Nf6,43,2244,2367
967,W,Nf3d5,47,2371,1845
968,W,d4Nf6,46,2277,2286
969,D,e4c5,43,2383,2269
970,D,Nf3c5,20,2581,2698
971,D,e4e5,50,1961,2239
972,B,f4d5,33,1847,2215
973,W,d4Nf6,50,2365,1909
974,W,e4c5,41,2378,1952
975,D,c4c5,116,2552,2438
976,D,Nf3d5,71,2714,2501
977,W,e4d6,22,2412,2063
978,B,e4e6,76,1640,1795
979,D,e4d6,26,2238,1958
980,D,e4e5,50,2365,2499
981,B,d4Nf6,35,2001,2530
982,D,d4Nf6,25,2548,2412
983,D,d4Nf6,37,2360,2464
984,B,d4d5,24,2533,2520
985,D,c4Nf6,5,2443,2451
986,D,d4d6,17,2327,2334
987,B,e4g6,39,2331,2677
988,D,e4d6,60,2381,2295
989,D,e4c6,31,2438,2473
990,D,Nf3d5,14,2313,2407
991,W,e4c5,25,2247,2166
992,W,Nf3d5,36,2090,1729
993,B,d4Nf6,14,1766,2105
994,W,c4e6,48,2364,2398
995,W,d4d5,29,2226,1997
996,B,e4c5,52,1926,1753
997,B,e4c5,39,2168,2148
998,W,e4d5,32,2537,2312
999,D,e4g6,32,2084,2281
1000,W,e4Nf6,32,1945,1940
1001,D,Nf3e6,59,2227,2306
1002,D,d4d5,31,2574,2606
1003,B,d4Nf6,40,2484,2284
1004,B,d4Nf6,42,1604,1718
1005,W,e4a6,16,2019,2117
1006,W,Nf3Nf6,42,2638,2706
1007,D,e4d6,53,2396,2625
1008,D,d4Nf6,59,2556,2462
1009,W,e4e5,51,1967,1794
1010,W,e4e5,43,2338,2112
1011,W,d4Nf6,44,2065,2204
1012,D,e4c5,11,2352,2387
1013,B,c4c5,58,2766,2732
1014,W,e4e5,52,2118,2287
1015,D,e4e5,32,1863,1414
1016,D,e4c5,15,2239,2003
1017,W,d4Nf6,36,2428,2239
1018,B,e4c5,45,2109,2331
1019,B,g3g6,61,2342,2328
1020,D,d4Nf6,15,2637,2631
1021,W,Nf3f5,35,2150,2115
1022,W,Nf3Nf6,52,2528,2686
1023,B,e4e6,33,1757,1818
1024,B,e4c5,36,2442,2278
1025,W,e4e6,62,1978,1952
1026,W,d4d5,34,2075,1905
1027,W,e4c5,33,2615,2722
1028,B,e4e5,41,2402,2385
1029,W,d4Nf6,71,2785,2673
1030,D,Nf3d5,53,2094,2423
1031,B,c4c6,51,2400,2488
1032,W,d4Nf6,66,1946,1805
1033,B,c4Nf6,34,1999,2258
1034,W,e4c5,75,2506,2457
1035,W,d4Nf6,35,2801,2543
1036,B,e4e6,61,2441,2510
1037,D,d4d5,54,2067,1893
1038,D,e4c5,40,2026,2196
1039,W,c4Nf6,56,2242,2137
1040,B,b3e5,40,2396,2242
1041,B,Nf3d5,57,2471,2583
1042,W,d4Nf6,41,2571,2289
1043,D,d4Nf6,23,1693,1393
1044,D,c4c5,12,2307,2176
1045,D,e4e5,15,2704,2617
1046,W,e4c5,26,1958,1206
1047,D,Nf3d5,33,2488,2417
1048,D,c4Nf6,40,2385,2109
1049,W,d4Nf6,35,2476,2226
1050,B,c4c5,49,1794,2035
1051,W,d4f5,29,2202,2285
1052,W,d4Nf6,41,2347,2095
1053,D,c4e5,70,2712,2498
1054,B,e4e6,52,2399,2316
1055,D,e4e6,56,2468,2538
1056,W,Nf3f5,50,2262,2046
1057,W,e4e5,75,2678,2172
1058,D,e4e5,30,1620,1990
1059,D,e4g6,40,1999,2254
1060,W,e4d5,42,2116,2225
1061,W,e4e5,54,2620,2460
1062,B,e4c5,72,2330,2455
1063,B,e4c5,51,1941,1778
1064,W,e4c5,43,1637,1347
1065,B,e4c5,34,2129,2489
1066,B,e4e5,28,2299,2136
1067,W,c4c6,52,2120,2145
1068,B,d4Nf6,49,1701,1992
1069,D,e4e6,56,2374,2253
1070,W,d4d5,63,2700,2647
1071,D,e4e5,53,2292,2403
1072,B,e4c5,36,2518,2420
1073,B,c4e5,33,2019,2399
1074,D,e4e5,54,2002,2201
1075,W,e4c5,102,2356,2327
1076,W,d4Nf6,60,2159,2191
1077,B,d4Nf6,30,2008,2223
1078,W,g3d5,79,2250,2209
1079,W,c4e5,48,2563,2288
1080,W,d4d5,49,1918,1618
1081,B,d4Nf6,29,2489,2524
1082,W,d4d5,37,2555,2379
1083,W,e3c5,31,2448,2007
1084,B,e4c5,49,2095,2368
1085,W,e4c5,33,2090,2188
1086,W,e4c5,76,2351,2313
1087,W,e4d5,35,1907,2196
1088,W,e4e6,57,2289,1994
1089,D,e4e5,44,2266,2188
1090,D,e4c5,13,2420,2473
1091,W,Nf3Nf6,43,2621,2714
1092,B,e4c5,29,2529,2654
1093,W,e4c6,74,2605,2613
1094,B,Nf3d5,26,1696,2054
1095,W,d4d5,48,2571,2478
1096,D,e4e5,35,2183,1781
1097,W,d4Nf6,41,2331,2486
1098,B,d4Nf6,43,1876,2101
1099,B,c4c5,35,2487,2449
1100,D,e4c5,25,2274,2166
1101,W,Nf3c5,35,2170,2016
1102,D,d4d5,80,2558,2655
1103,D,d4Nf6,53,2672,2713
1104,D,e4c5,32,2187,2062
1105,W,d4Nf6,80,2647,2620
1106,W,g3c5,55,2561,2451
1107,W,d4Nf6,37,2486,2488
1108,D,d4d5,34,2565,2477
1109,W,e4e6,37,2068,1964
1110,B,f4c5,34,1656,1791
1111,W,e4e5,40,1647,1318
1112,B,d4Nf6,39,2653,2546
1113,D,e4c6,14,2396,2309
1114,B,d4Nf6,55,2627,2628
1115,D,e4e6,26,1988,2059
1116,D,e4e6,41,2593,2590
1117,D,d4Nf6,51,2548,2578
1118,D,Nf3Nf6,31,2640,2541
1119,B,d4Nf6,43,2720,2792
1120,B,e4c5,50,2305,2529
1121,D,d4Nf6,71,2374,2309
1122,D,d4d5,20,1694,2022
1123,W,d4d5,26,2167,2360
1124,W,e4c5,41,2456,2378
1125,D,e4e5,53,2305,2138
1126,W,e4c5,31,1978,1931
1127,B,e4e5,16,1634,2121
1128,B,Nf3Nc6,32,2159,2418
1129,B,e4c5,59,2265,2151
1130,D,d4d5,47,2540,2576
1131,D,e4e6,47,2444,2207
1132,D,d4Nf6,21,2380,2456
1133,W,d4d5,40,2481,1945
1134,D,Nf3f5,31,2417,2448
1135,D,d4d5,41,2351,2542
1136,D,e4e5,42,2495,2404
1137,B,d4d5,38,2392,2642
1138,D,d4c5,56,2013,2107
1139,W,d4Nf6,67,1545,1879
1140,D,e4c5,74,2691,2712
1141,D,e4e5,44,2538,2582
1142,D,d4d5,51,2050,2235
1143,W,d4Nf6,33,2439,2235
1144,B,Nf3Nf6,41,2462,2508
1145,B,d4d5,51,2115,2267
1146,B,e4g6,23,2344,2324
1147,W,d4Nf6,39,2192,2101
1148,D,e4c5,49,2234,2181
1149,W,d4Nf6,28,2310,2091
1150,D,Nf3Nf6,32,2479,2238
1151,B,e4c5,68,2111,2342
1152,B,d4Nf6,27,2470,2625
1153,B,c4e5,38,1987,2147
1154,W,Nf3g6,75,2509,2458
1155,W,d4f5,35,2377,2374
1156,B,d4d5,46,2479,2639
1157,B,g3d5,37,2185,2415
1158,D,d4Nf6,58,2439,2187
1159,D,d4Nf6,21,2183,2019
1160,W,Nf3d5,51,2379,2205
1161,B,d4Nf6,37,1718,2150
1162,D,Nf3Nf6,60,2095,2569
1163,B,f4c5,25,2226,2598
1164,D,e4e5,20,2196,2261
1165,W,d4d5,61,2529,2362
1166,W,e4c5,33,2413,2112
1167,D,e4e5,34,2673,2549
1168,W,d4e6,25,2176,2010
1169,W,Nf3d5,44,2282,2272
1170,W,d4Nf6,85,2358,2422
1171,W,e4d5,54,2019,1918
1172,D,c4c5,37,2544,2529
1173,W,d4Nf6,32,2214,2178
1174,W,Nf3d5,60,2455,2546
1175,W,e4e6,30,2013,2132
1176,B,b3e5,31,1585,1941
1177,W,e4d6,30,1611,1765
1178,D,e4Nf6,58,2171,2126
1179,W,Nf3d5,41,2537,2512
1180,B,Nf3c5,42,2396,2549
1181,W,d4d5,30,1999,1956
1182,D,d4Nf6,12,2631,2569
1183,B,Nf3d5,29,1987,2148
1184,B,e4d5,43,1989,2158
1185,B,d4Nf6,36,2009,2253
1186,D,d4d5,44,2230,2417
1187,B,Nf3Nf6,73,2474,2608
1188,W,d4d5,42,1474,1906
1189,B,e4c5,27,2243,2578
1190,D,e4e5,45,2386,2510
1191,B,e4c5,35,2272,2598
1192,W,d4g6,25,2406,2252
1193,D,e4c5,49,2235,2297
1194,W,e4c6,21,2303,2124
1195,W,e4c6,29,1891,1650
1196,B,e4c5,88,2366,2616
1197,W,d4d5,35,2567,2158
1198,D,c4e5,41,2486,2492
1199,B,e4c5,23,2345,2525
1200,B,e4c5,26,2310,2445
1201,B,d4d5,45,2466,2498
1202,B,e4c5,20,2342,2357
1203,B,Nf3d5,39,2132,2006
1204,B,e4c5,63,2402,2367
1205,D,e4c5,42,2105,2103
1206,W,e4c5,33,2310,2088
1207,B,d4d6,25,2558,2696
1208,D,d4d5,56,2368,2253
1209,D,Nf3Nf6,40,2547,2443
1210,W,d4d5,48,2506,2345
1211,B,c4e5,54,2604,2571
1212,D,e4e5,26,2069,2193
1213,D,g3Nf6,20,2399,2369
1214,W,d4Nf6,37,2516,2475
1215,B,d4f5,52,2682,2641
1216,D,d4d5,58,2134,1984
1217,W,Nf3Nf6,56,2510,2269
1218,D,d4Nf6,43,2436,2638
1219,B,d4Nf6,34,2083,2015
1220,W,d4d5,25,2551,2421
1221,W,Nf3Nf6,43,2574,2340
1222,B,c4c5,42,1796,2189
1223,D,d4f5,34,2065,2198
1224,W,e4Nf6,60,2503,2070
1225,B,e4e5,46,1633,2014
1226,W,d4d6,39,2550,2416
1227,W,e4c6,60,1973,1919
1228,W,c4e5,38,2556,2042
1229,B,d4Nf6,21,2081,2529
1230,B,d4d6,60,2708,2779
1231,W,d4d6,33,1981,1740
1232,D,e4c5,80,2184,1998
1233,W,e4e5,27,2201,1910
1234,B,c4f5,33,2568,2679
1235,D,d4Nf6,27,2418,2358
1236,W,e4e5,63,2207,1926
1237,D,e4e5,54,1645,1893
1238,B,e4c5,33,2123,2001
1239,W,d4Nf6,19,1724,1633
1240,B,d4Nf6,48,2299,2533
1241,D,e4c5,70,2211,2610
1242,B,d4Nf6,43,1849,2173
1243,B,d4d5,28,1626,1905
1244,D,e4c5,69,2236,2111
1245,W,d4Nf6,36,2431,2313
1246,B,e4d5,68,2002,2288
1247,D,d4d5,19,2563,2412
1248,D,e4b6,18,1961,2175
1249,W,d4d5,28,2114,1932
1250,W,Nf3Nf6,27,2552,2326
1251,W,d4Nf6,60,2383,2396
1252,B,e4e5,27,2092,1961
1253,D,d4d6,40,2504,2660
1254,D,b3e5,20,2632,2554
1255,B,d4f5,18,1439,1912
1256,W,d4Nf6,46,2084,2002
1257,B,d4b5,38,2209,2381
1258,B,e4c5,32,2157,2396
1259,D,e4c5,58,2094,2292
1260,D,d4Nf6,56,2500,2562
1261,D,d4d5,18,2079,2048
1262,W,d4Nf6,35,2663,2438
1263,W,f4d5,33,1985,2222
1264,W,d4Nf6,35,2591,2420
1265,D,d4g6,40,2518,2348
1266,W,d4Nf6,49,1995,1846
1267,W,e4e6,55,2225,2184
1268,D,f4Nf6,28,2063,2143
1269,D,e4e5,81,2394,2473
1270,B,d4Nf6,22,2199,2293
1271,B,e4c5,41,2340,2457
1272,B,d4d5,58,2098,2552
1273,W,e4d6,50,2470,2663
1274,B,e4e5,59,2164,2212
1275,W,d4d5,62,2286,2274
1276,B,e4c5,70,1952,2245
1277,D,g3e5,46,1804,1778
1278,D,d4d5,32,1972,2140
1279,W,Nf3c5,31,2560,2318
1280,W,d4Nf6,64,2527,2421
1281,W,e4c5,56,2316,2470
1282,W,e4e5,36,2189,2086
1283,D,d4Nf6,48,2623,2383
1284,D,e4d5,43,2203,2094
1285,D,g3c5,49,2524,2386
1286,B,e4c5,44,2017,2222
1287,D,d4Nf6,39,2406,2426
1288,W,e4c5,47,2547,1813
1289,W,Nf3Nf6,50,2553,2340
1290,W,c4e5,49,2003,1734
1291,W,d4f5,37,2503,2418
1292,D,e4e6,46,2245,2274
1293,D,e4e5,19,2723,2712
1294,D,Nf3Nf6,10,2526,2442
1295,D,e4e6,31,2608,2543
1296,B,d4Nf6,33,2250,2609
1297,B,e4c5,33,1791,2118
1298,W,e4b6,17,2486,1738
1299,W,Nf3Nf6,22,2004,1930
1300,D,d4d5,29,2322,2304
1301,B,e4d6,67,2008,1770
1302,B,c4f5,30,2522,2625
1303,B,e4c6,27,2199,2475
1304,D,e4c5,35,2082,2343
1305,W,c4Nf6,37,1837,1643
1306,W,e4c5,30,2545,2191
1307,B,e4c5,29,2188,2636
1308,W,c4Nf6,2,2525,2203
1309,B,d4e6,52,2000,1946
1310,W,d4d5,69,2583,2640
1311,B,d4Nf6,37,1776,1995
1312,B,d4Nf6,53,2263,2461
1313,D,e4c5,42,2090,1946
1314,B,b3Nf6,35,2004,2104
1315,B,d4f5,31,1963,1974
1316,D,c4e6,47,1908,1592
1317,B,e4c5,39,2288,2579
1318,W,e4d6,23,1655,1936
1319,B,d4d5,25,2593,2511
1320,D,d4d5,9,2437,2355
1321,W,d4Nf6,28,2330,2157
1322,D,Nf3Nf6,54,2000,2069
1323,B,e4d6,45,1587,1949
1324,W,e4c5,38,2102,2379
1325,W,Nf3Nf6,39,2451,2148
1326,B,d4Nf6,43,1859,2102
1327,W,d4e6,47,2211,1999
1328,B,e4d6,54,2345,2133
1329,D,d4Nf6,18,2484,2432
1330,D,d4Nf6,20,2212,1937
1331,D,e4e6,52,2474,2299
1332,B,e4e5,14,1820,2058
1333,B,d4Nf6,35,2371,2461
1334,B,Nf3c5,91,2336,2015
1335,B,d4Nf6,59,2401,2512
1336,D,Nf3d5,30,2304,2263
1337,D,Nf3d5,48,2222,2438
1338,W,e4e5,32,2026,1942
1339,W,d4Nf6,34,2377,2060
1340,W,e4c5,39,2348,2078
1341,B,e4c5,26,1833,2313
1342,D,e4e5,20,1871,2049
1343,B,Nf3Nf6,59,2400,2232
1344,W,d4d5,47,2204,2069
1345,D,Nf3d5,20,1934,2101
1346,D,c4Nf6,65,2428,2549
1347,D,e4e5,31,2527,2636
1348,D,e4c6,53,2539,2269
1349,B,e4d5,78,1922,1781
1350,W,d4d5,62,2541,2218
1351,B,e4c5,21,1864,2127
1352,D,Nf3Nf6,64,2593,2560
1353,D,d4d5,32,2541,2556
1354,W,e4e5,51,2445,2149
1355,D,e4e5,11,2543,2463
1356,B,e4e5,47,1609,2167
1357,D,d4d5,41,2324,2337
1358,W,e4c5,30,1999,1827
1359,W,e4c5,33,1219,1803
1360,B,e4c6,43,2320,2416
1361,D,d4Nf6,27,2582,2545
1362,D,d4Nf6,55,2510,2374
1363,W,d4Nf6,32,2081,1933
1364,W,d4d6,39,2368,2078
1365,B,Nf3Nf6,34,1794,2002
1366,B,c4e5,31,1800,1918
1367,D,e4c5,23,2429,2563
1368,D,e4d6,33,2001,2030
1369,D,d4d5,33,2200,2288
1370,W,e4c5,35,2521,2067
1371,B,e4e5,38,2206,2451
1372,W,d4Nf6,32,2254,2153
1373,B,c4Nf6,40,2107,2238
1374,B,e4c5,50,1673,1944
1375,W,d4Nf6,96,2484,2446
1376,W,e4g6,38,1996,2473
1377,W,d4Nf6,54,2403,2364
1378,D,e4c5,61,2171,2250
1379,W,e4e5,44,2353,2076
1380,B,Nf3d5,37,2364,2716
1381,W,d4d5,23,2557,2264
1382,B,Nf3g6,39,1837,2266
1383,W,e4d6,20,2480,1957
1384,W,Nf3Nf6,50,2570,2454
1385,W,d4Nf6,54,2126,2158
1386,B,c4c6,43,1823,2071
1387,D,e4c5,38,2093,2161
1388,B,e4c5,38,1847,2143
1389,W,e4c5,52,1969,1768
1390,W,d4Nf6,15,2558,2529
1391,D,d4d5,49,2012,1978
1392,W,d4Nf6,26,2706,2417
1393,B,e4c5,39,1876,2225
1394,D,e4e5,14,2459,2577
1395,B,d4d5,76,2500,2425
1396,W,e4e6,58,2387,2277
1397,W,d4d5,45,2366,2196
1398,D,d4d5,38,2177,2435
1399,W,Nf3Nf6,31,2480,2363
1400,W,d4Nf6,29,2417,2322
1401,D,d4d5,69,2797,2706
1402,B,e4d6,31,2062,2364
1403,B,d4Nf6,24,2344,2546
1404,D,e4d6,37,2378,2258
1405,B,e4c6,51,1657,2000
1406,D,c4e6,26,2255,2254
1407,W,e4c5,36,2318,2317
1408,W,d4Nf6,23,2220,1993
1409,D,e4e5,40,1772,1922
1410,W,Nf3d5,34,2304,2237
1411,D,d4d5,10,2280,2464
1412,D,e4e5,57,2253,2386
1413,D,d4Nf6,62,2304,2049
1414,W,Nf3Nf6,33,2442,2274
1415,W,c4e5,55,2658,2709
1416,D,Nf3Nf6,42,2548,2338
1417,B,c4e5,50,2402,2664
1418,B,e4e5,56,1684,1933
1419,D,e4d5,33,1921,2066
1420,W,c4e5,24,2205,1738
1421,W,e4c5,44,2350,2111
1422,W,e4c5,44,2440,2267
1423,D,d4d5,25,2422,2373
1424,W,d4Nf6,25,2511,2541
1425,W,e4c5,38,2648,2502
1426,D,Nf3c5,40,2182,2591
1427,W,d4Nf6,44,2531,2339
1428,B,d4g6,39,1851,2521
1429,B,e4e5,27,1021,2135
1430,W,e4c5,27,2356,2186
1431,W,d4Nf6,33,2612,2472
1432,W,e4c5,38,2012,1783
1433,B,d4Nf6,32,2403,2368
1434,B,e4e5,30,1833,2042
1435,D,e4e5,47,2470,2584
1436,W,Nf3Nf6,27,2443,2226
1437,W,Nf3d5,50,2605,2524
1438,D,c4Nf6,36,2247,2287
1439,D,e4e6,58,2225,2282
1440,D,e4e5,73,2284,2364
1441,W,e4c5,38,2385,2233
1442,D,d4Nf6,36,2102,2107
1443,D,e4e5,31,2597,2659
1444,D,c4e6,47,2469,2439
1445,D,e4e6,37,2482,2076
1446,W,e4e6,27,2331,2011
1447,D,d4d5,19,1558,1799
1448,D,d4Nf6,31,2214,1864
1449,B,e4d5,15,2072,2271
1450,W,e4e5,41,2254,1737
1451,D,e4c5,16,2482,2542
1452,W,d4d5,63,1892,1945
1453,D,c4Nf6,32,2379,2556
1454,W,Nf3Nf6,21,2118,2022
1455,D,e4e5,13,2194,2436
1456,W,e4c5,41,2496,2314
1457,D,d4d5,26,2130,2022
1458,W,Nf3Nf6,30,2488,2245
1459,W,e4e5,33,2079,1904
1460,W,Nf3d6,38,2613,2132
1461,B,d4d6,31,1613,2529
1462,B,e4d6,44,2046,1885
1463,B,d4Nf6,32,2315,2466
1464,D,e4c5,72,2074,2184
1465,D,c4Nf6,64,2813,2648
1466,W,e4c5,37,2384,2389
1467,D,d4Nf6,25,2438,2398
1468,W,e4c5,52,2038,1585
1469,B,e4g6,31,1965,2001
1470,W,e4c5,38,2100,1713
1471,W,d4Nf6,26,2571,2420
1472,D,e4e5,10,2506,2508
1473,B,e4e5,28,2046,2405
1474,W,Nf3c5,27,2468,2235
1475,W,c4c5,54,2552,2440
1476,W,c4Nf6,39,1927,1937
1477,W,e4e6,87,2280,2300
1478,W,Nf3Nf6,36,2007,1718
1479,W,e4e5,42,2270,2443
1480,W,c4d5,31,2191,2161
1481,W,e4e5,69,2011,1966
1482,W,e4e5,45,2232,2316
1483,W,e4c5,24,2094,1797
1484,W,Nf3Nf6,57,2144,2256
1485,D,e4c6,40,2542,2608
1486,D,d4Nf6,64,1995,2307
1487,D,e4c6,44,2399,2178
1488,D,e4e6,20,2219,2193
1489,D,d4Nf6,41,2717,2663
1490,B,Nf3g6,56,2108,2237
1491,D,e4c5,61,2536,2669
1492,W,d4Nf6,36,2426,2303
1493,B,d4Nf6,34,2027,2488
1494,D,e4e6,49,2358,2402
1495,B,e4e5,41,2430,2234
1496,D,e4c5,29,2179,2413
1497,B,d4Nf6,52,2241,2510
1498,B,d4Nf6,37,1796,2081
1499,B,d4Nf6,37,2486,2629
1500,B,e4c5,44,1993,2512
1501,W,d4Nf6,33,2021,1934
1502,W,d4e6,59,2291,2410
1503,W,e4c5,32,2586,2476
1504,B,g3d5,32,1682,1604
1505,B,e4e6,59,2599,2659
1506,D,d4Nf6,15,2448,2490
1507,D,d4Nf6,31,1801,2326
1508,D,d4Nf6,40,2151,2391
1509,D,d4Nf6,61,2257,2180
1510,W,Nf3Nf6,72,2558,2375
1511,W,e4e5,25,1934,1897
1512,W,d4g6,34,2281,2100
1513,D,d4Nf6,93,2168,2266
1514,B,e4e5,57,2392,2526
1515,W,d4Nf6,44,2816,2697
1516,W,d4Nf6,26,2266,2047
1517,B,d4d5,35,2256,2212
1518,D,e4e5,73,1917,2097
1519,W,e4c5,79,2544,2631
1520,W,d4d5,52,2500,2289
1521,D,d4Nf6,56,2416,2458
1522,B,d4Nf6,63,2454,2721
1523,W,e4a6,44,1989,1792
1524,W,e4e5,25,2734,2753
1525,D,e4c5,16,2363,2506
1526,D,e4c5,40,2125,2331
1527,D,d4Nf6,73,2444,2498
1528,D,e4e6,59,1347,1451
1529,D,d4Nf6,35,2426,2522
1530,B,d4d6,59,2422,2546
1531,B,d4Nf6,52,2139,2518
1532,B,d4Nf6,29,1852,2216
1533,D,d4Nf6,52,2308,2518
1534,W,d4e6,24,2526,2105
1535,B,e4c5,36,1879,2204
